Services,Problématiques,Questions,Réponses,Suite Réponses
Mobilijeune,Délai après modifications ou renvois de pièces justificatives,Comment puis-je vérifier que mes pièces modifiées ont bien été reçues et sont en cours de traitement ?,"Bonjour, nous avons bien reçu votre message. Une fois vos pièces modifiées, le délai de traitement de votre dossier est de 23 jours ouvrés. En vous remerciant de votre patience. Bien cordialement, ^",
Mobilijeune,DELAI DEPASSE,Pourquoi le délai de traitement de mon dossier a-t-il été allongé à 70 jours ouvrés ?,"Nous avons bien reçu votre message. En effet en raison de la forte demande, le délai de traitement des dossiers a été allongé, il est actuellement de 70 jours ouvrés. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Une réponse devrait très prochainement vous parvenir. Nous vous invitons donc à patienter pour le moment. Bien cordialement, ^

Bonjour, nous avons bien reçu votre message. Le délai annoncé de 70 jours ouvrés est un délai moyen, il se peut donc qu'il soit dépassé. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Pour plus d'informations à ce sujet, vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30 pour essayer d'en savoir plus. 
Bien cordialement, ^

Bonjour nous avons bien reçu votre message. Le délai de traitement des dossiers est de 70 jours ouvrés dès la complétude du dossier. Celui-ci est un délai moyen, il se peut qu'il soit dépassé. La forte demande durant cette période a entrainé un retard important concernant l'analyse des dossiers. Nous nous excusons pour la gêne occasionnée mais nous ne pouvons que vous inviter à patienter. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30 pour essayer d'en savoir plus. Bien cordialement, ^
",
Mobilijeune,DELAI DEPASSE,Que puis-je faire si mon dossier dépasse le délai de 70 jours ouvrés sans réponse ?,"Nous avons bien reçu votre message. En effet en raison de la forte demande, le délai de traitement des dossiers a été allongé, il est actuellement de 70 jours ouvrés. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Une réponse devrait très prochainement vous parvenir. Nous vous invitons donc à patienter pour le moment. Bien cordialement, ^

Bonjour, nous avons bien reçu votre message. Le délai annoncé de 70 jours ouvrés est un délai moyen, il se peut donc qu'il soit dépassé. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Pour plus d'informations à ce sujet, vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30 pour essayer d'en savoir plus. 
Bien cordialement, ^

Bonjour nous avons bien reçu votre message. Le délai de traitement des dossiers est de 70 jours ouvrés dès la complétude du dossier. Celui-ci est un délai moyen, il se peut qu'il soit dépassé. La forte demande durant cette période a entrainé un retard important concernant l'analyse des dossiers. Nous nous excusons pour la gêne occasionnée mais nous ne pouvons que vous inviter à patienter. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30 pour essayer d'en savoir plus. Bien cordialement, ^
",
Mobilijeune,DELAI DEPASSE,Existe-t-il un moyen de suivre l'avancement de mon dossier au-delà du délai annoncés ?,"Nous avons bien reçu votre message. En effet en raison de la forte demande, le délai de traitement des dossiers a été allongé, il est actuellement de 70 jours ouvrés. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Une réponse devrait très prochainement vous parvenir. Nous vous invitons donc à patienter pour le moment. Bien cordialement, ^

Bonjour, nous avons bien reçu votre message. Le délai annoncé de 70 jours ouvrés est un délai moyen, il se peut donc qu'il soit dépassé. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Pour plus d'informations à ce sujet, vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30 pour essayer d'en savoir plus. 
Bien cordialement, ^

Bonjour nous avons bien reçu votre message. Le délai de traitement des dossiers est de 70 jours ouvrés dès la complétude du dossier. Celui-ci est un délai moyen, il se peut qu'il soit dépassé. La forte demande durant cette période a entrainé un retard important concernant l'analyse des dossiers. Nous nous excusons pour la gêne occasionnée mais nous ne pouvons que vous inviter à patienter. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30 pour essayer d'en savoir plus. Bien cordialement, ^
",
Mobilijeune,Personne insistante,"Que puis-je faire pour accélérer le traitement de mon dossier, car j'en ai vraiment besoin rapidement ?, c'est urgent.","Nous avons bien reçu votre message et comprenons votre frustration mais nous ne pouvons que vous inviter à patienter le temps que nos services fassent le nécessaire. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Nous vous avons mis à disposition le service téléphonique pour essayer d'avoir plus d'informations. En nous excusant pour la gêne occasionnée. Bien cordialement, ^",
Mobilijeune,Personne insistante,Est-il possible de parler directement à un responsable pour comprendre pourquoi mon dossier est retardé ?,"Nous avons bien reçu votre message et comprenons votre frustration mais nous ne pouvons que vous inviter à patienter le temps que nos services fassent le nécessaire. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Nous vous avons mis à disposition le service téléphonique pour essayer d'avoir plus d'informations. En nous excusant pour la gêne occasionnée. Bien cordialement, ^",
Mobilijeune,Personne insistante,Pourquoi y a-t-il tant de délais dans le traitement des dossiers actuellement ? J'ai besoin d'explication.,"Nous avons bien reçu votre message et comprenons votre frustration mais nous ne pouvons que vous inviter à patienter le temps que nos services fassent le nécessaire. Nous faisons face à une très forte demande et nos équipes font tout pour que votre dossier soit traité au plus vite. Nous vous avons mis à disposition le service téléphonique pour essayer d'avoir plus d'informations. En nous excusant pour la gêne occasionnée. Bien cordialement, ^",
Mobilijeune,Clôture dossier et Création nouveau dossier,Comment puis-je savoir si mon dossier est bien clôturé après avoir reçu le dernier versement ?,"Bonjour, nous avons bien reçu votre message. Une fois que vous avez reçu l'ensemble de vos versements, votre dossier est normalement clôturé sous un délai de 15 jours ouvrés à partir de la date à laquelle vous avez reçu le dernier versement sur votre compte bancaire si l'ensemble des documents ont été déposés et validés. Une fois votre dossier clôturé, vous pourrez faire une nouvelle demande d'aide mobili-jeune. Nous vous invitons donc à patienter jusqu'à la fin du délai pour faire votre nouvelle demande. N'hésitez pas à nous recontacter si rien n'a changé d'ici la fin du délai. Bien cordialement, ^",
Mobilijeune,Clôture dossier et Création nouveau dossier,Puis-je créer une nouvelle demande d'aide mobili-jeune avant que mon dossier actuel soit clôturé ?,"Bonjour, nous avons bien reçu votre message. Une fois que vous avez reçu l'ensemble de vos versements, votre dossier est normalement clôturé sous un délai de 15 jours ouvrés à partir de la date à laquelle vous avez reçu le dernier versement sur votre compte bancaire si l'ensemble des documents ont été déposés et validés. Une fois votre dossier clôturé, vous pourrez faire une nouvelle demande d'aide mobili-jeune. Nous vous invitons donc à patienter jusqu'à la fin du délai pour faire votre nouvelle demande. N'hésitez pas à nous recontacter si rien n'a changé d'ici la fin du délai. Bien cordialement, ^",
Mobilijeune,Clôture dossier et Création nouveau dossier,Que faire si mon dossier n'est pas clôturé après 15 jours ouvrés suivant le dernier versement ?,"Bonjour, nous avons bien reçu votre message. Une fois que vous avez reçu l'ensemble de vos versements, votre dossier est normalement clôturé sous un délai de 15 jours ouvrés à partir de la date à laquelle vous avez reçu le dernier versement sur votre compte bancaire si l'ensemble des documents ont été déposés et validés. Une fois votre dossier clôturé, vous pourrez faire une nouvelle demande d'aide mobili-jeune. Nous vous invitons donc à patienter jusqu'à la fin du délai pour faire votre nouvelle demande. N'hésitez pas à nous recontacter si rien n'a changé d'ici la fin du délai. Bien cordialement, ^",
Mobilijeune,Délai de clôture dossier,Quand mon dossier sera-t-il officiellement clôturé après avoir soumis toutes les pièces justificatives ?,"Bonjour, nous avons bien reçu votre message. Dès soumission de l'ensemble de vos pièces justificatives et réception de tous vos versements votre dossier sera clôturé automatiquement par le service sous un délai de 15 jours ouvrés. À partir de ce moment vous aurez la possibilité de renseigner votre nouvelle demande. Bien cordialement,",
Mobilijeune,Délai de clôture dossier,Est-il possible de vérifier l'état de clôture de mon dossier en ligne ?,"Bonjour, nous avons bien reçu votre message. Dès soumission de l'ensemble de vos pièces justificatives et réception de tous vos versements votre dossier sera clôturé automatiquement par le service sous un délai de 15 jours ouvrés. À partir de ce moment vous aurez la possibilité de renseigner votre nouvelle demande. Bien cordialement,",
Mobilijeune,Délai de clôture dossier,Que dois-je faire si mon dossier n'est pas clôturé après 15 jours ouvrés ?,"Bonjour, nous avons bien reçu votre message. Dès soumission de l'ensemble de vos pièces justificatives et réception de tous vos versements votre dossier sera clôturé automatiquement par le service sous un délai de 15 jours ouvrés. À partir de ce moment vous aurez la possibilité de renseigner votre nouvelle demande. Bien cordialement,",
Mobilijeune,Dossier cloturé mais dernier versement non reçu,Pourquoi mon dossier a-t-il été clôturé sans que je reçoive le dernier versement ?,"Bonjour, nous avons bien reçu votre message. Dans le cadre du traitement de votre demande, un mail vous a été adressé afin de finaliser l’envoi de vos pièces justificatives avant la clôture définitive de votre dossier. Si les documents demandés dans ce mail n’ont pas été téléchargés dans votre espace, la demande a été clôturée. En revanche vous pouvez dès maintenant créer une nouvelle demande pour l’année scolaire suivante. 
Bien cordialement, ^",Si jamais un client affirme n’avoir jamais reçu de mail lui demandant de soumettre ses pièces justificatives dans son espace personnel : des dérogations existent. Cependant il faudra d’abord inviter le client à vérifier dans ses mails supprimés et SPAM. 
Mobilijeune,Dossier cloturé mais dernier versement non reçu,Que dois-je faire si je n'ai jamais reçu de mail me demandant de soumettre des pièces justificatives supplémentaires ?,"Bonjour, nous avons bien reçu votre message. Dans le cadre du traitement de votre demande, un mail vous a été adressé afin de finaliser l’envoi de vos pièces justificatives avant la clôture définitive de votre dossier. Si les documents demandés dans ce mail n’ont pas été téléchargés dans votre espace, la demande a été clôturée. En revanche vous pouvez dès maintenant créer une nouvelle demande pour l’année scolaire suivante. 
Bien cordialement, ^",Si jamais un client affirme n’avoir jamais reçu de mail lui demandant de soumettre ses pièces justificatives dans son espace personnel : des dérogations existent. Cependant il faudra d’abord inviter le client à vérifier dans ses mails supprimés et SPAM. 
Mobilijeune,Dossier cloturé mais dernier versement non reçu,Puis-je soumettre une nouvelle demande d'aide mobili-jeune même si je n'ai pas reçu le dernier versement de mon dossier précédent ?,"Bonjour, nous avons bien reçu votre message. Dans le cadre du traitement de votre demande, un mail vous a été adressé afin de finaliser l’envoi de vos pièces justificatives avant la clôture définitive de votre dossier. Si les documents demandés dans ce mail n’ont pas été téléchargés dans votre espace, la demande a été clôturée. En revanche vous pouvez dès maintenant créer une nouvelle demande pour l’année scolaire suivante. 
Bien cordialement, ^",Si jamais un client affirme n’avoir jamais reçu de mail lui demandant de soumettre ses pièces justificatives dans son espace personnel : des dérogations existent. Cependant il faudra d’abord inviter le client à vérifier dans ses mails supprimés et SPAM. 
Mobilijeune,Délai de versement,Combien de temps après la validation de mes pièces justificatives vais-je recevoir mon versement ?,"Bonjour, nous avons bien reçu votre message. Votre versement apparaîtra sur votre compte bancaire sous un délai de 15 jours ouvrés à partir de la date de validation de vos pièces justificatives mensuelles. Bien cordialement, ^",
Mobilijeune,Délai de versement,Pourquoi mon versement prend-il plus de 15 jours ouvrés à apparaître sur mon compte bancaire ?,"Bonjour, nous avons bien reçu votre message. Votre versement apparaîtra sur votre compte bancaire sous un délai de 15 jours ouvrés à partir de la date de validation de vos pièces justificatives mensuelles. Bien cordialement, ^",
Mobilijeune,Délai de versement,Que dois-je faire si je n'ai pas reçu mon versement après 15 jours ouvrés ?,"Bonjour, nous avons bien reçu votre message. Votre versement apparaîtra sur votre compte bancaire sous un délai de 15 jours ouvrés à partir de la date de validation de vos pièces justificatives mensuelles. Bien cordialement, ^",
Mobilijeune,VERSEMENTS EN RETARD,"Mon versement est en retard, que puis-je faire pour le recevoir plus rapidement ?","Bonjour, nous avons bien reçu votre message et sommes navrés de votre situation. Des vérifications de pièces justificatives sont en cours ce qui peut entraîner des retards éventuels en raison de l'afflux considérable de demandes. Nous espérons que votre versement sera effectué dans les meilleurs délais. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. En nous excusant pour la gêne occasionnée. 
Bien cordialement, ^",
Mobilijeune,VERSEMENTS EN RETARD,Comment puis-je vérifier si des vérifications supplémentaires sont nécessaires pour mon versement ?,"Bonjour, nous avons bien reçu votre message et sommes navrés de votre situation. Des vérifications de pièces justificatives sont en cours ce qui peut entraîner des retards éventuels en raison de l'afflux considérable de demandes. Nous espérons que votre versement sera effectué dans les meilleurs délais. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. En nous excusant pour la gêne occasionnée. 
Bien cordialement, ^",
Mobilijeune,VERSEMENTS EN RETARD,Y a-t-il un moyen de savoir quand exactement mon versement en retard sera effectué ?,"Bonjour, nous avons bien reçu votre message et sommes navrés de votre situation. Des vérifications de pièces justificatives sont en cours ce qui peut entraîner des retards éventuels en raison de l'afflux considérable de demandes. Nous espérons que votre versement sera effectué dans les meilleurs délais. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. En nous excusant pour la gêne occasionnée. 
Bien cordialement, ^",
Mobilijeune,Pièce justificative refusée,Pourquoi ma pièce justificative a-t-elle été refusée malgré le respect des critères ?,"Bonjour, nous vous invitons à vérifier que toutes les informations demandées figurent sur votre document et qu’elles sont les mêmes que les données que vous avez saisies. Pour connaître le format des documents à fournir, nous vous invitons à consulter notre FAQ rubrique ""Mes pièces justificatives"" : https://mobilijeune.actionlogement.fr/faq
Bien cordialement, ^",
Mobilijeune,Pièce justificative refusée,Comment puis-je savoir quelles informations doivent figurer sur ma pièce justificative ?,"Bonjour, nous vous invitons à vérifier que toutes les informations demandées figurent sur votre document et qu’elles sont les mêmes que les données que vous avez saisies. Pour connaître le format des documents à fournir, nous vous invitons à consulter notre FAQ rubrique ""Mes pièces justificatives"" : https://mobilijeune.actionlogement.fr/faq
Bien cordialement, ^",
Mobilijeune,Pièce justificative refusée,Que dois-je faire si ma pièce justificative est refusée plusieurs fois ?,"Bonjour, nous vous invitons à vérifier que toutes les informations demandées figurent sur votre document et qu’elles sont les mêmes que les données que vous avez saisies. Pour connaître le format des documents à fournir, nous vous invitons à consulter notre FAQ rubrique ""Mes pièces justificatives"" : https://mobilijeune.actionlogement.fr/faq
Bien cordialement, ^",
Mobilijeune,Problème de connexion,Que dois-je faire si je reçois un message d'erreur chaque fois que j'essaie de me connecter à mon espace personnel ?,"Bonjour, nous avons bien reçu votre message. Afin de pouvoir accéder à votre espace en ligne je vous invite à effacer les cookies de votre navigateur. Si ce n'est pas déjà le cas, pouvez-vous essayer d'utiliser le moteur de recherche Google Chrome et en utilisant de préférence un ordinateur ? Si le problème persiste, veuillez essayer de vous connecter via le mode ""navigation privée"". 
Bien cordialement, ^",
Mobilijeune,Problème de connexion,Puis-je réinitialiser mon mot de passe si je n'arrive pas à me connecter ?,"Bonjour, nous avons bien reçu votre message. Afin de pouvoir accéder à votre espace en ligne je vous invite à effacer les cookies de votre navigateur. Si ce n'est pas déjà le cas, pouvez-vous essayer d'utiliser le moteur de recherche Google Chrome et en utilisant de préférence un ordinateur ? Si le problème persiste, veuillez essayer de vous connecter via le mode ""navigation privée"". 
Bien cordialement, ^",
Mobilijeune,Problème de connexion,Existe-t-il une assistance technique que je peux contacter pour résoudre mon problème de connexion ?,"Bonjour, nous avons bien reçu votre message. Afin de pouvoir accéder à votre espace en ligne je vous invite à effacer les cookies de votre navigateur. Si ce n'est pas déjà le cas, pouvez-vous essayer d'utiliser le moteur de recherche Google Chrome et en utilisant de préférence un ordinateur ? Si le problème persiste, veuillez essayer de vous connecter via le mode ""navigation privée"". 
Bien cordialement, ^",
Mobilijeune,Simulation de la CAF,Puis-je soumettre une capture d'écran de la simulation de la CAF en attendant l'attestation officielle ?,"Bonjour, nous avons bien reçu votre message. En attendant votre attestation de droits de la CAF, vous pouvez fournir une capture d'écran de la simulation de vos droits en tant que pièce justificative temporaire. Vous pouvez réaliser cette simulation sur le lien suivant : https://wwwd.caf.fr/wps/portal/caffr/aidesetservices/lesservicesenligne/estimervosdroits/lelogement#/stateaccueil 
Bien cordialement, ^",
Mobilijeune,Simulation de la CAF,Quelle est la durée de validité de la simulation de la CAF que je soumets en attendant l'attestation officielle ?,"Bonjour, nous avons bien reçu votre message. En attendant votre attestation de droits de la CAF, vous pouvez fournir une capture d'écran de la simulation de vos droits en tant que pièce justificative temporaire. Vous pouvez réaliser cette simulation sur le lien suivant : https://wwwd.caf.fr/wps/portal/caffr/aidesetservices/lesservicesenligne/estimervosdroits/lelogement#/stateaccueil 
Bien cordialement, ^",
Mobilijeune,Simulation de la CAF,Que faire si je ne reçois jamais l'attestation officielle de la CAF ?,"Bonjour, nous avons bien reçu votre message. En attendant votre attestation de droits de la CAF, vous pouvez fournir une capture d'écran de la simulation de vos droits en tant que pièce justificative temporaire. Vous pouvez réaliser cette simulation sur le lien suivant : https://wwwd.caf.fr/wps/portal/caffr/aidesetservices/lesservicesenligne/estimervosdroits/lelogement#/stateaccueil 
Bien cordialement, ^",
Locapass,Bonjour quel est le délai de traitement pour Locapass ? ,Quel est le délai de traitement des demandes Locapass actuellement ?,"Bonjour, nous avons bien reçu votre message. Le délai indicatif de traitement des demandes Locapass est actuellement de 32 jours ouvrés (cela exclut du décompte les jours fériés ainsi que les week-ends) à partir de la réception du dossier complet. Durant cette période, il vous sera peut-être demandé de fournir des pièces complémentaires. Notez également que durant la période de septembre à janvier, les délais sont susceptibles d'être allongés. Le délai d'analyse de retour de pièces complémentaires est de 7 jours ouvrés.​ En espérant avoir pu vous éclairer et en vous remerciant de votre compréhension et de votre patience. 
Bien cordialement, ^",
Locapass,Bonjour quel est le délai de traitement pour Locapass ? ,Est-ce que les délais de traitement des demandes Locapass peuvent être allongés durant certaines périodes ?,"Bonjour, nous avons bien reçu votre message. Le délai indicatif de traitement des demandes Locapass est actuellement de 32 jours ouvrés (cela exclut du décompte les jours fériés ainsi que les week-ends) à partir de la réception du dossier complet. Durant cette période, il vous sera peut-être demandé de fournir des pièces complémentaires. Notez également que durant la période de septembre à janvier, les délais sont susceptibles d'être allongés. Le délai d'analyse de retour de pièces complémentaires est de 7 jours ouvrés.​ En espérant avoir pu vous éclairer et en vous remerciant de votre compréhension et de votre patience. 
Bien cordialement, ^",
Locapass,Bonjour quel est le délai de traitement pour Locapass ? ,Combien de temps faut-il pour l'analyse de retour des pièces complémentaires pour Locapass ?,"Bonjour, nous avons bien reçu votre message. Le délai indicatif de traitement des demandes Locapass est actuellement de 32 jours ouvrés (cela exclut du décompte les jours fériés ainsi que les week-ends) à partir de la réception du dossier complet. Durant cette période, il vous sera peut-être demandé de fournir des pièces complémentaires. Notez également que durant la période de septembre à janvier, les délais sont susceptibles d'être allongés. Le délai d'analyse de retour de pièces complémentaires est de 7 jours ouvrés.​ En espérant avoir pu vous éclairer et en vous remerciant de votre compréhension et de votre patience. 
Bien cordialement, ^",
Locapass,Réception du dossier par nos services,Comment puis-je confirmer la réception de mon dossier Locapass par vos services ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous envoyer une capture d'écran attestant de la bonne réception de votre dossier par nos services s'il vous plaît ? Bien cordialement, ^",
Locapass,Réception du dossier par nos services,Que faire si je n'ai pas reçu de confirmation de la réception de mon dossier Locapass ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous envoyer une capture d'écran attestant de la bonne réception de votre dossier par nos services s'il vous plaît ? Bien cordialement, ^",
Locapass,Réception du dossier par nos services,Pouvez-vous m'indiquer comment envoyer une capture d'écran attestant de la réception de mon dossier Locapass ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous envoyer une capture d'écran attestant de la bonne réception de votre dossier par nos services s'il vous plaît ? Bien cordialement, ^",
"Mon job, Mon logement","Bonjour je viens de déménager, suis-je éligible ? ",Suis-je éligible à l'aide Mon Job Mon Logement après un déménagement ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous indiquer si vous avez déjà bénéficié de l'aide à la mobilité ou de l'aide Jeunes Actifs s'il vous plait ? Bien cordialement, ^",
"Mon job, Mon logement","Bonjour je viens de déménager, suis-je éligible ? ",Ai-je besoin de fournir des informations sur mes aides précédentes pour vérifier mon éligibilité à Mon Job Mon Logement ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous indiquer si vous avez déjà bénéficié de l'aide à la mobilité ou de l'aide Jeunes Actifs s'il vous plait ? Bien cordialement, ^",
"Mon job, Mon logement","Bonjour je viens de déménager, suis-je éligible ? ",Que faire si j'ai déjà bénéficié de l'aide à la mobilité ou de l'aide Jeunes Actifs ?,"Bonjour, nous avons bien reçu votre message. Pourriez-vous nous indiquer si vous avez déjà bénéficié de l'aide à la mobilité ou de l'aide Jeunes Actifs s'il vous plait ? Bien cordialement, ^",
"Mon job, Mon logement",Délai d'attente,Combien de temps faut-il pour que mon dossier Mon Job Mon Logement soit analysé après validation ?,"Une fois votre dossier complété et validé par vos soins depuis votre espace, le délai d'analyse par nos équipes est de 50 jours ouvrés. Durant cette période, il vous sera peut-être demandé de fournir des pièces complémentaires. Notez également que durant la période de septembre à janvier, les délais sont susceptibles d'être allongés. Le délai d'analyse de retour de pièces complémentaires est de 7 jours ouvrés.​ En espérant avoir pu vous éclairer et en vous remerciant de votre compréhension et de votre patience. 
Bien cordialement, ^",
"Mon job, Mon logement",Délai d'attente,Les délais d'analyse des dossiers Mon Job Mon Logement peuvent-ils être plus longs durant certaines périodes ?,"Une fois votre dossier complété et validé par vos soins depuis votre espace, le délai d'analyse par nos équipes est de 50 jours ouvrés. Durant cette période, il vous sera peut-être demandé de fournir des pièces complémentaires. Notez également que durant la période de septembre à janvier, les délais sont susceptibles d'être allongés. Le délai d'analyse de retour de pièces complémentaires est de 7 jours ouvrés.​ En espérant avoir pu vous éclairer et en vous remerciant de votre compréhension et de votre patience. 
Bien cordialement, ^",
"Mon job, Mon logement",Délai d'attente,Quel est le délai pour l'analyse des pièces complémentaires pour Mon Job Mon Logement ?,"Une fois votre dossier complété et validé par vos soins depuis votre espace, le délai d'analyse par nos équipes est de 50 jours ouvrés. Durant cette période, il vous sera peut-être demandé de fournir des pièces complémentaires. Notez également que durant la période de septembre à janvier, les délais sont susceptibles d'être allongés. Le délai d'analyse de retour de pièces complémentaires est de 7 jours ouvrés.​ En espérant avoir pu vous éclairer et en vous remerciant de votre compréhension et de votre patience. 
Bien cordialement, ^",
"Mon job, Mon logement",Quand est-ce-que l'aide va revenir ? ,Quand l'aide Mon Job Mon Logement sera-t-elle à nouveau disponible ?,"Bonjour, nous avons bien reçu votre message. Pour le moment, nous n'avons pas plus d'information concernant un retour de l'aide Mon Job Mon Logement. Bien cordialement, ^",
"Mon job, Mon logement",Quand est-ce-que l'aide va revenir ? ,Existe-t-il des informations actualisées concernant le retour de l'aide Mon Job Mon Logement ?,"Bonjour, nous avons bien reçu votre message. Pour le moment, nous n'avons pas plus d'information concernant un retour de l'aide Mon Job Mon Logement. Bien cordialement, ^",
"Mon job, Mon logement",Quand est-ce-que l'aide va revenir ? ,Où puis-je trouver les dernières nouvelles sur la disponibilité de l'aide Mon Job Mon Logement ?,"Bonjour, nous avons bien reçu votre message. Pour le moment, nous n'avons pas plus d'information concernant un retour de l'aide Mon Job Mon Logement. Bien cordialement, ^",
Aide à l'adaptation du logement au vieillissement ,A combien s'élève cette aide ?,À combien s'élève l'aide pour l'aménagement des salles de bains et sanitaires ?,"Bonjour, merci de votre message. L’aide que nous proposons pour l’aménagement des salles de bains et sanitaires s’élève à 5000€ maximum. Le coût des travaux dépendra des aménagements entrepris dans le logement. Pour essayer d'avoir plus d'informations, vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://www.actionlogement.fr/implantations 
Bien cordialement, ^",
Aide à l'adaptation du logement au vieillissement ,A combien s'élève cette aide ?,Quels types d'aménagements sont couverts par cette aide ?,"Bonjour, merci de votre message. L’aide que nous proposons pour l’aménagement des salles de bains et sanitaires s’élève à 5000€ maximum. Le coût des travaux dépendra des aménagements entrepris dans le logement. Pour essayer d'avoir plus d'informations, vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://www.actionlogement.fr/implantations 
Bien cordialement, ^",
Aide à l'adaptation du logement au vieillissement ,A combien s'élève cette aide ?,Où puis-je obtenir plus d'informations sur cette aide et les démarches à suivre ?,"Bonjour, merci de votre message. L’aide que nous proposons pour l’aménagement des salles de bains et sanitaires s’élève à 5000€ maximum. Le coût des travaux dépendra des aménagements entrepris dans le logement. Pour essayer d'avoir plus d'informations, vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://www.actionlogement.fr/implantations 
Bien cordialement, ^",
Aide au logement jeunes actifs,/,Quelles sont les conditions pour bénéficier de l'aide au logement pour les jeunes actifs ?,"Bonjour, nous avons bien reçu votre message. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://www.actionlogement.fr/implantations 
Bien cordialement, ^",
Aide au logement jeunes actifs,/,À combien s'élève l'aide au logement pour les jeunes actifs ?,"Bonjour, nous avons bien reçu votre message. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://www.actionlogement.fr/implantations 
Bien cordialement, ^",
Aide au logement jeunes actifs,/,Où puis-je trouver la liste des agences et leurs coordonnées pour plus d'informations ?,"Bonjour, nous avons bien reçu votre message. Vous pouvez nous contacter au 0970 800 800 (appel non surtaxé), du lundi au vendredi, de 9h à 17h30. 
Autrement, voici la liste de nos agences et leurs coordonnées : https://www.actionlogement.fr/implantations 
Bien cordialement, ^",
Aide à la mobilité,"Bonjour je viens de déménager, suis-je éligible ? ",Suis-je éligible à l'aide à la mobilité après avoir déménagé ?,"Bonjour, merci de votre message. Afin de déterminer si vous êtes éligible à cette aide je vous invite à remplir ce test : https://piv.actionlogement.fr/simulateur-mobilite 
Bien cordialement, ^
",
Aide à la mobilité,"Bonjour je viens de déménager, suis-je éligible ? ",Comment puis-je vérifier mon éligibilité à l'aide à la mobilité ?,"Bonjour, merci de votre message. Afin de déterminer si vous êtes éligible à cette aide je vous invite à remplir ce test : https://piv.actionlogement.fr/simulateur-mobilite 
Bien cordialement, ^
",
Aide à la mobilité,"Bonjour je viens de déménager, suis-je éligible ? ",Que faire si le test d'éligibilité indique que je ne suis pas éligible ?,"Bonjour, merci de votre message. Afin de déterminer si vous êtes éligible à cette aide je vous invite à remplir ce test : https://piv.actionlogement.fr/simulateur-mobilite 
Bien cordialement, ^
",
Aide à la mobilité,"J'ai signé ma convention et le site affiche ""en cours de versement""","Combien de temps faut-il pour recevoir l'aide une fois la convention signée et affichée ""en cours de versement"" ?","Bonjour, merci de votre message. Une fois votre convention signée et que l’aide est affichée comme “en cours de versement”, le délai de versement est d’une dizaine de jours.
 Bien cordialement, ^",
Aide à la mobilité,"J'ai signé ma convention et le site affiche ""en cours de versement""",Que faire si je n'ai pas reçu le versement après les dix jours annoncés ?,"Bonjour, merci de votre message. Une fois votre convention signée et que l’aide est affichée comme “en cours de versement”, le délai de versement est d’une dizaine de jours.
 Bien cordialement, ^",
